,time,group,dim_1,dim_2,dim_3
0,0,0,0.093855105,0.36470693,0.541438
1,0,0,0.5164489,0.33705828,0.14649281
2,0,0,0.26965603,0.48704582,0.24329813
3,0,0,0.48006693,0.44108602,0.07884704
4,0,0,0.41434744,0.3256602,0.25999236
5,0,0,0.2173731,0.54048795,0.24213897
6,0,0,0.034244206,0.051160064,0.9145957
7,0,0,0.5560663,0.31772292,0.12621081
8,0,0,0.022242408,0.6359536,0.341804
9,0,0,0.482163,0.28894603,0.22889096
10,0,0,0.5173017,0.28405184,0.19864649
11,0,0,0.19059652,0.28967175,0.5197317
12,0,0,0.32805687,0.05036149,0.6215816
13,0,0,0.047479026,0.62569445,0.32682654
14,0,0,0.090929046,0.57897043,0.33010054
15,0,0,0.51876915,0.057556886,0.42367396
16,0,0,0.28016558,0.36575094,0.35408348
17,0,0,0.09980123,0.8544811,0.045717657
18,0,0,0.73845184,0.234804,0.026744157
19,0,0,0.29794163,0.34349793,0.35856044
20,0,0,0.38086772,0.31064126,0.30849102
21,0,0,0.54371154,0.11339194,0.34289655
22,0,0,0.015590178,0.15517847,0.8292313
23,0,0,0.8198073,0.047962446,0.13223027
24,0,0,0.4580692,0.041322645,0.50060815
25,0,0,0.26350367,0.6710809,0.06541542
26,0,0,0.47755674,0.22399387,0.2984494
27,0,0,0.33387455,0.01044892,0.6556765
28,0,0,0.23273884,0.048619334,0.7186418
29,0,0,0.25727406,0.5691538,0.17357217
30,0,0,0.18322621,0.3501582,0.46661556
31,0,0,0.54359895,0.28061688,0.1757842
32,0,0,0.14489199,0.2302359,0.6248721
33,0,0,0.68541604,0.007828286,0.30675566
34,0,0,0.21488316,0.67846274,0.10665412
35,0,0,0.083076775,0.88045734,0.036465906
36,0,0,0.027772449,0.17995328,0.7922743
37,0,0,0.51068556,0.37727317,0.11204125
38,0,0,0.16007592,0.20946428,0.6304598
39,0,0,0.62716895,0.13422461,0.23860645
40,0,0,0.15157552,0.13522127,0.7132032
41,0,0,0.8842812,0.058987156,0.056731652
42,0,0,0.010694587,0.09099023,0.8983152
43,0,0,0.009015137,0.7053692,0.28561568
44,0,0,0.48666587,0.1139241,0.39941
45,0,0,0.5615552,0.18553504,0.25290975
